show_id,rating,duration,listed_in,score,votes,popularity
s6464,TV-Y7,62 min,Movies,4.8,29668,5.2
s6465,TV-Y7,112 min,Children & Family Movies,5.3,12081,5.5
s6466,TV-14,113 min,"Comedies, International Movies",4.7,24732,4.5
s6467,G,82 min,"Children & Family Movies, Comedies",4.5,25064,4.1
s6468,TV-MA,98 min,"Comedies, Dramas, International Movies",5.8,14752,5.5
s6469,R,87 min,"Cult Movies, Horror Movies",4.7,29924,4.7
s6470,TV-G,1 Season,TV Shows,4.5,20426,4.7
s6471,TV-MA,111 min,"Action & Adventure, International Movies",6.9,4802,6.5
s6472,TV-MA,63 min,Stand-Up Comedy,6.5,40,7
s6473,NR,105 min,"Dramas, Independent Movies, International Movies",5.9,22392,6.2
s6474,G,146 min,"Children & Family Movies, Classic Movies, Comedies",5.1,3963,5.4
s6475,R,96 min,"Independent Movies, Thrillers",6.6,13247,6.5
s6476,TV-MA,80 min,"Documentaries, Music & Musicals",4.1,26379,3.9
s6477,PG,99 min,"Comedies, Faith & Spirituality, Romantic Movies",6.4,4920,6.5
s6478,TV-MA,1 Season,Docuseries,6.4,13490,6.6
s6479,TV-PG,87 min,"Comedies, Romantic Movies",7.6,27236,7.9
s6480,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies",6.6,6029,6.2
s6481,PG,99 min,"Children & Family Movies, Comedies",4.8,1727,5.2
s6482,PG,104 min,"Children & Family Movies, Comedies, Dramas",7.3,14400,7.2
s6483,R,104 min,"Dramas, International Movies, Thrillers",7.6,23392,7.7
s6484,TV-Y7,1 Season,Kids' TV,6.5,5559,6.8
s6485,TV-14,118 min,"Comedies, International Movies",5.7,20657,5.3
s6486,TV-PG,127 min,"Classic Movies, Comedies, International Movies",7.8,7718,7.7
s6487,PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",8,4216,8.4
s6488,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",6.5,15032,6.8
s6489,R,130 min,"Dramas, Independent Movies, International Movies",5.3,22261,5.2
s6490,TV-MA,110 min,"Dramas, International Movies, Thrillers",5.7,18423,5.6
s6491,TV-14,1 Season,"British TV Shows, Docuseries",8,4063,8.4
s6492,TV-MA,88 min,"Documentaries, Music & Musicals",6.7,21472,7
s6493,PG-13,106 min,"Action & Adventure, Sci-Fi & Fantasy",5.1,11537,5.5
s6494,TV-PG,91 min,Dramas,4.6,3488,4.2
s6495,TV-MA,103 min,Comedies,6.5,24297,6.2
s6496,TV-PG,1 Season,"Docuseries, International TV Shows",4.4,19862,4.8
s6497,PG,89 min,"Action & Adventure, Classic Movies",4.9,23402,4.9
s6498,PG-13,108 min,"Comedies, Sci-Fi & Fantasy",4.8,23053,5.2
s6499,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",4.9,7750,4.6
s6500,TV-MA,124 min,"Documentaries, Music & Musicals",7.2,10318,7.3
s6501,R,96 min,"Dramas, Thrillers",6.2,11198,6.6
s6502,R,172 min,"Action & Adventure, Cult Movies, Dramas",6.6,10576,6.1
s6503,R,124 min,"Dramas, International Movies",5.1,22277,4.8
s6504,PG-13,85 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",8,17898,8.1
s6505,TV-MA,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",6.1,19722,6.2
s6506,TV-MA,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",4.4,25759,4.2
s6507,TV-MA,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",6.5,29539,7
s6508,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.1,19915,7.5
s6509,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.4,25713,5.9
s6510,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.3,22477,6.9
s6511,PG-13,137 min,"Dramas, Sports Movies",6.3,4536,5.9
s6512,PG-13,91 min,"Action & Adventure, Comedies",6.7,6560,6.5
s6513,TV-PG,120 min,"Comedies, Independent Movies, International Movies",5.3,1033,5.3
s6514,TV-14,1 Season,"Crime TV Shows, Docuseries",4.6,27078,4.5
s6515,TV-MA,1 Season,"Crime TV Shows, Docuseries",6.6,17888,6.7
s6516,TV-14,118 min,"Comedies, Dramas, Independent Movies",5.1,9511,5.5
s6517,R,110 min,"Dramas, Independent Movies, International Movies",5.9,12117,5.9
s6518,TV-14,114 min,"Dramas, International Movies",5,29504,4.9
s6519,R,112 min,"Dramas, Thrillers",7.1,8292,6.9
s6520,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",7,17038,7
s6521,TV-14,1 Season,"International TV Shows, TV Comedies",7.2,1903,7.1
s6522,TV-PG,92 min,Documentaries,5.5,5290,5.3
s6523,TV-MA,137 min,"Action & Adventure, Dramas, International Movies",6.4,7859,6
s6524,TV-MA,84 min,"Dramas, Thrillers",4.8,27948,4.6
s6525,TV-14,1 Season,"Docuseries, TV Comedies",5.6,6256,6
s6526,TV-MA,52 min,"Documentaries, International Movies, Sports Movies",6.8,19811,7.3
s6527,R,96 min,"Dramas, Independent Movies, LGBTQ Movies",6.4,3050,6.8
s6528,TV-MA,112 min,"Horror Movies, International Movies, Thrillers",4.2,10259,3.8
s6529,R,90 min,"Documentaries, Sports Movies",7.7,28736,8
s6530,TV-MA,106 min,"Dramas, International Movies, Thrillers",5.2,14216,5.3
s6531,TV-14,116 min,"Action & Adventure, Dramas, Independent Movies",5.6,13301,6.1
s6532,TV-14,97 min,"Dramas, International Movies",7.5,2721,7.4
s6533,TV-MA,1 Season,Reality TV,4.9,477,4.9
s6534,TV-14,127 min,"Classic Movies, Dramas",7.8,18075,7.6
s6535,PG,96 min,"Children & Family Movies, Comedies",4,11542,4.4
s6536,TV-MA,45 min,"Documentaries, International Movies",5.3,11713,5
s6537,PG,101 min,Children & Family Movies,4.3,28851,4.1
s6538,TV-14,88 min,"Dramas, Thrillers",6.4,28714,6.8
s6539,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",6.2,28073,6.3
s6540,TV-G,75 min,"Documentaries, Faith & Spirituality, Music & Musicals",4.8,23861,4.7
s6541,R,112 min,"Dramas, Independent Movies",4.1,7071,4.6
s6542,TV-MA,110 min,"Comedies, Dramas, Independent Movies",7.4,18363,7.3
s6543,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",8,3154,7.8
s6544,PG-13,120 min,"Action & Adventure, International Movies, Romantic Movies",6,11305,6.2
s6545,R,90 min,Horror Movies,4.9,15213,4.4
s6546,R,82 min,Documentaries,4.9,16882,4.7
s6547,TV-14,118 min,"Action & Adventure, Dramas, International Movies",6.8,1258,6.3
s6548,TV-MA,153 min,"Horror Movies, International Movies",6.6,6015,6.1
s6549,PG,117 min,Dramas,6.7,18420,6.2
s6550,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",5.9,4411,5.7
s6551,PG,93 min,"Children & Family Movies, Comedies",4.5,20789,4.4
s6552,TV-MA,82 min,"Dramas, Independent Movies, LGBTQ Movies",8,2077,7.7
s6553,NR,115 min,"Action & Adventure, Horror Movies, International Movies",5.3,26724,5.4
s6554,TV-14,151 min,"Dramas, International Movies",4,12940,4.5
s6555,TV-MA,103 min,"Dramas, Independent Movies, International Movies",4.1,2208,4.4
s6556,R,117 min,"Dramas, Independent Movies, LGBTQ Movies",5.4,4138,5.7
s6557,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.6,12129,7.1
s6558,TV-PG,100 min,"Dramas, International Movies",7.6,23760,8.1
s6559,TV-MA,70 min,"Dramas, Independent Movies, International Movies",6.1,389,6.5
s6560,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6.5,21220,6.1
s6561,TV-MA,2 Seasons,"British TV Shows, Docuseries",5,20409,5.3
s6562,TV-MA,103 min,"Documentaries, Music & Musicals",6.7,817,6.3
s6563,PG-13,108 min,Action & Adventure,6.1,2519,6.1
s6564,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",5.3,15618,5.5
s6565,TV-MA,91 min,"Dramas, International Movies, Thrillers",8,20819,8.2
s6566,R,93 min,"Dramas, Thrillers",5.4,26424,5.7
s6567,R,113 min,"Dramas, International Movies, Thrillers",7.8,6688,7.7
s6568,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",6.2,10402,6.4
s6569,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",7.8,18811,7.8
s6570,TV-14,121 min,"Dramas, International Movies",4.4,29173,4.6
s6571,NR,112 min,"Classic Movies, Dramas, Independent Movies",5.5,19367,5
s6572,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5.2,26956,5.3
s6573,TV-MA,2 Seasons,"International TV Shows, TV Dramas",5.5,13983,6
s6574,TV-MA,76 min,"Dramas, Independent Movies",5.4,26262,5.2
s6575,TV-PG,81 min,"Comedies, International Movies",4.2,11352,4
s6576,R,110 min,Documentaries,6,13407,5.7
s6577,TV-MA,90 min,Comedies,4.2,9402,3.8
s6578,TV-14,97 min,"Independent Movies, International Movies, Thrillers",4.8,14056,4.8
s6579,TV-14,86 min,"Dramas, Thrillers",5.9,20474,5.9
s6580,PG-13,94 min,"Comedies, Dramas, Independent Movies",4.7,26582,4.5
s6581,TV-14,83 min,"Comedies, Dramas, Independent Movies",7.9,27097,7.8
s6582,TV-Y7-FV,43 min,"Children & Family Movies, Comedies",4.2,6026,4.3
s6583,TV-PG,92 min,"Comedies, Romantic Movies",4.4,12586,4.6
s6584,R,93 min,Comedies,6.1,14265,6.2
s6585,R,88 min,Horror Movies,6.8,27496,6.8
s6586,TV-MA,53 min,"International Movies, Sports Movies",6.2,17900,6.3
s6587,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",4.4,3751,4
s6588,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.5,25099,7.4
s6589,TV-MA,156 min,"International Movies, Thrillers",7,20342,7.2
s6590,TV-14,79 min,Documentaries,6.9,9109,6.6
s6591,R,96 min,"Horror Movies, Thrillers",4.5,370,4.4
s6592,NR,99 min,"Documentaries, International Movies",5.1,29607,5.6
s6593,R,140 min,Action & Adventure,5.6,24430,5.9
s6594,R,62 min,Stand-Up Comedy,6.3,5530,6.3
s6595,TV-MA,88 min,"Dramas, Thrillers",7.1,24513,6.9
s6596,TV-MA,76 min,"Horror Movies, Thrillers",7.7,15108,8
s6597,TV-14,99 min,"Action & Adventure, International Movies",7.8,13389,7.5
s6598,R,97 min,Thrillers,5.6,27264,6.1
s6599,TV-14,87 min,Thrillers,4.1,25013,4.4
s6600,TV-MA,108 min,"Dramas, International Movies",4.9,15958,5.4
s6601,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",5.3,21197,5
s6602,TV-PG,1 Season,International TV Shows,7.7,17024,7.9
s6603,TV-PG,123 min,"Dramas, International Movies",4.5,11606,4.3
s6604,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",8.2,6473,8.4
s6605,TV-14,128 min,"Action & Adventure, Comedies, International Movies",5.4,3176,5.4
s6606,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",4.1,17643,4.2
s6607,TV-PG,93 min,Documentaries,7.2,12199,7.5
s6608,TV-PG,113 min,"Documentaries, International Movies",7.4,9748,7.2
s6609,NR,96 min,"Dramas, International Movies",4.7,6329,5.2
s6610,PG-13,133 min,Action & Adventure,4.9,13105,4.8
s6611,TV-14,176 min,"Dramas, International Movies, Music & Musicals",7.9,12385,7.7
s6612,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,4.2,19793,4.7
s6613,PG-13,115 min,Comedies,4.3,21226,4.3
s6614,TV-G,1 Season,"Docuseries, Science & Nature TV",6.1,15960,6.4
s6615,TV-14,90 min,"Action & Adventure, International Movies",7.5,12529,7.8
s6616,TV-MA,111 min,Documentaries,6.8,23443,7.2
s6617,TV-14,87 min,Thrillers,5.7,9320,6.1
s6618,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",5.1,10714,4.7
s6619,TV-MA,1 Season,"British TV Shows, Reality TV",8,23717,7.6
s6620,PG-13,200 min,"Classic Movies, Dramas, Romantic Movies",5.8,7560,5.6
s6621,TV-MA,93 min,"Dramas, Thrillers",7.9,7136,7.9
s6622,TV-PG,90 min,Children & Family Movies,5.2,2532,5.5
s6623,PG,107 min,"Children & Family Movies, Dramas",7.6,26093,8.1
s6624,R,89 min,"International Movies, Thrillers",6.5,22364,6.8
s6625,TV-14,83 min,"Comedies, Independent Movies",4.2,14510,4.5
s6626,PG-13,96 min,Comedies,6.1,4296,6.1
s6627,R,99 min,Horror Movies,6.1,8905,6.5
s6628,TV-MA,95 min,"Action & Adventure, Documentaries, International Movies",4.8,11856,5.1
s6629,TV-MA,88 min,"Action & Adventure, Documentaries, International Movies",6.1,5273,6.1
s6630,TV-14,94 min,"Action & Adventure, Documentaries, International Movies",4.3,8759,4.2
s6631,R,93 min,"Horror Movies, International Movies",4,28786,3.5
s6632,TV-MA,93 min,"Documentaries, International Movies",6.3,27121,6.6
s6633,R,92 min,"Comedies, Dramas, Independent Movies",5.6,22720,5.8
s6634,R,127 min,"Dramas, Thrillers",5,3928,5
s6635,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",4.2,12759,4.1
s6636,TV-14,1 Season,"Reality TV, Science & Nature TV",7.6,21651,8
s6637,TV-14,94 min,"Action & Adventure, Comedies, International Movies",4.9,18731,4.7
s6638,PG-13,104 min,"Dramas, Faith & Spirituality",8,15340,7.5
s6639,TV-PG,94 min,Documentaries,4,10628,4.3
s6640,PG,82 min,"Children & Family Movies, Comedies",7.6,26176,7.3
s6641,PG,86 min,"Children & Family Movies, Comedies",7,11255,7.2
s6642,PG-13,103 min,"Action & Adventure, Sci-Fi & Fantasy",4.6,16592,5.1
s6643,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy",4,29411,4.3
s6644,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy",5.7,18667,6
s6645,PG-13,98 min,"Action & Adventure, Sci-Fi & Fantasy",5.2,22423,4.9
s6646,TV-Y,68 min,Children & Family Movies,5.9,2469,5.8
s6647,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",4.4,12823,4.1
s6648,TV-G,42 min,Documentaries,7,15017,7.5
s6649,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies",4.4,1932,4.8
s6650,TV-PG,89 min,"Documentaries, International Movies",4.2,1624,3.8
s6651,TV-PG,99 min,Dramas,7.6,10010,7.2
s6652,TV-MA,1 Season,"Crime TV Shows, Docuseries",5.9,24884,6.1
s6653,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4.5,15369,4.5
s6654,TV-14,93 min,"Dramas, Independent Movies, International Movies",4.9,29411,4.7
s6655,TV-14,162 min,"Action & Adventure, Dramas, International Movies",6.5,16320,6.3
s6656,PG-13,85 min,Comedies,4.6,8738,4.9
s6657,TV-14,52 min,Documentaries,4.6,29149,4.8
s6658,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy",6.9,5208,6.4
s6659,TV-Y,1 Season,Kids' TV,4.2,6159,4.1
s6660,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",4,11415,4.5
s6661,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",5.9,10652,5.8
s6662,PG,106 min,Dramas,4.1,17111,3.7
s6663,PG-13,92 min,"Comedies, Romantic Movies",8,9627,8.3
s6664,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.6,20021,4.2
s6665,PG-13,140 min,"Dramas, Romantic Movies",7.5,24129,7.2
s6666,TV-MA,69 min,Stand-Up Comedy,5.1,6608,5.5
s6667,TV-14,153 min,"Dramas, International Movies, Romantic Movies",7.9,12107,8.2
s6668,TV-14,124 min,"Dramas, International Movies",4.8,15228,4.3
s6669,TV-PG,120 min,"Dramas, Independent Movies, International Movies",6.6,5350,6.5
s6670,TV-MA,134 min,"Dramas, International Movies, Thrillers",6.2,11223,6.1
s6671,R,105 min,Action & Adventure,4.7,11091,5
s6672,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",4.9,18322,5.3
s6673,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6.5,23393,6
s6674,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5.3,15154,5.5
s6675,TV-PG,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows",5.2,14371,5.1
s6676,TV-14,119 min,"Documentaries, International Movies",7.3,10,7.7
s6677,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas",4.7,22210,4.3
s6678,TV-14,106 min,"Documentaries, International Movies",6.7,11804,6.4
s6679,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",4.1,26086,4.6
s6680,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies",5,4531,5.5
s6681,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy",6.7,16005,6.9
s6682,TV-G,90 min,Documentaries,4.1,17223,4.3
s6683,R,109 min,"Dramas, Sci-Fi & Fantasy",4.3,23238,4.5
s6684,TV-14,93 min,"Documentaries, International Movies",7.5,1762,7.2
s6685,TV-MA,92 min,"Documentaries, International Movies",4.7,9899,4.4
s6686,TV-PG,49 min,"Documentaries, International Movies",5.6,24676,6
s6687,TV-PG,102 min,Documentaries,5.6,1638,5.4
s6688,TV-MA,82 min,"Horror Movies, Thrillers",5.8,4680,5.7
s6689,TV-PG,74 min,"Dramas, International Movies",6.9,148,7.1
s6690,TV-MA,94 min,"Dramas, International Movies, Music & Musicals",6.5,5185,7
s6691,TV-PG,1 Season,Reality TV,5.1,3508,5.3
s6692,TV-14,87 min,"Documentaries, International Movies",4,16880,3.9
s6693,PG-13,108 min,"Comedies, Romantic Movies",4,15857,4
s6694,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",7.4,12614,6.9
s6695,TV-14,151 min,"Dramas, Independent Movies, International Movies",6.1,21744,6.1
s6696,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",6.2,27565,5.9
s6697,R,109 min,Action & Adventure,4.8,2464,5
s6698,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",4.9,15341,5.3
s6699,R,91 min,"Independent Movies, Thrillers",6,23649,6.5
s6700,TV-14,93 min,Documentaries,5.1,4519,5.6
s6701,TV-MA,85 min,"Dramas, Independent Movies, Romantic Movies",5.4,10745,5.3
s6702,R,103 min,"Action & Adventure, Classic Movies",4.3,10619,4
s6703,PG-13,102 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",4.2,16141,4
s6704,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",7.7,27137,8.2
s6705,TV-MA,88 min,"Comedies, Dramas, Independent Movies",5.5,28567,5
s6706,NR,95 min,"Comedies, Cult Movies, International Movies",4,4349,3.7
s6707,TV-14,100 min,"Dramas, International Movies, Romantic Movies",6.9,26502,7.2
s6708,TV-14,91 min,"International Movies, Music & Musicals, Thrillers",7.4,14336,7.5
s6709,R,110 min,"Dramas, International Movies, LGBTQ Movies",7.5,24420,7.2
s6710,TV-PG,1 Season,International TV Shows,6.1,28204,5.9
s6711,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality",6.7,27318,6.4
s6712,R,96 min,"Horror Movies, Sci-Fi & Fantasy",5.2,22007,5.2
s6713,TV-MA,98 min,"Dramas, Independent Movies, Thrillers",7,26224,6.9
s6714,R,133 min,"Dramas, International Movies, Thrillers",6.5,5175,6.2
s6715,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",7.5,18110,7.2
s6716,PG-13,102 min,"Comedies, Sci-Fi & Fantasy",7.7,16859,7.2
s6717,R,108 min,"Dramas, Independent Movies, International Movies",6.8,4446,7.3
s6718,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.7,4131,4.2
s6719,TV-14,1 Season,"International TV Shows, TV Dramas",4.1,6813,3.6
s6720,R,133 min,Action & Adventure,4.7,22579,4.2
s6721,TV-MA,58 min,"Documentaries, International Movies",5.7,10765,5.3
s6722,NR,79 min,"Comedies, Romantic Movies",5.1,21934,5.1
s6723,R,101 min,Action & Adventure,6.4,14569,6.7
s6724,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies",5.7,16296,5.6
s6725,TV-MA,2 Seasons,"British TV Shows, TV Comedies",5,23015,5.1
s6726,TV-MA,99 min,"Comedies, International Movies",6.2,6518,6.6
s6727,TV-PG,106 min,"Comedies, International Movies, Romantic Movies",7.6,28299,8.1
s6728,TV-PG,103 min,"Comedies, International Movies",5.5,14431,5.4
s6729,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.7,27892,6.6
s6730,TV-MA,92 min,"Comedies, Romantic Movies",7.8,13430,8.2
s6731,TV-MA,89 min,"Dramas, Independent Movies",8,3570,7.5
s6732,TV-MA,1 Season,"Anime Series, International TV Shows",6,27305,5.9
s6733,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",5,4850,5
s6734,TV-14,150 min,"Action & Adventure, Dramas, International Movies",6,3941,5.9
s6735,TV-14,80 min,Comedies,6.8,19158,6.7
s6736,R,124 min,Thrillers,6.1,19379,6.1
s6737,TV-MA,99 min,"Dramas, Independent Movies, International Movies",7.1,8404,7.6
s6738,TV-14,29 min,"Documentaries, International Movies",5.6,13243,5.2
s6739,TV-14,91 min,Thrillers,7.1,19943,7
s6740,NR,102 min,"Dramas, Independent Movies, International Movies",4.2,21166,3.9
s6741,TV-MA,94 min,"Comedies, International Movies",6.5,26675,6.9
s6742,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",6.6,16666,6.5
s6743,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas",6.7,18744,6.4
s6744,R,118 min,"Comedies, Cult Movies, Dramas",4.5,15451,4.8
s6745,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",6.8,23786,6.9
s6746,TV-MA,70 min,Documentaries,5.6,18425,5.8
s6747,G,181 min,"Classic Movies, Dramas, Music & Musicals",5.3,4457,5
s6748,NR,101 min,"Dramas, International Movies",6.3,28963,6.3
s6749,TV-Y7,29 min,"Children & Family Movies, Comedies",4.1,14148,3.9
s6750,TV-PG,92 min,Documentaries,4.1,7598,4.5
s6751,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",4.3,11083,4.3
s6752,TV-MA,94 min,Documentaries,4.2,5143,4
s6753,TV-PG,118 min,"Dramas, International Movies",6.5,15139,6.5
s6754,R,98 min,"Cult Movies, Horror Movies, Thrillers",6.5,24438,6.3
s6755,R,90 min,"Horror Movies, Thrillers",7.7,19886,7.4
s6756,R,93 min,Horror Movies,4.9,24026,4.9
s6757,TV-14,114 min,"Documentaries, International Movies",5.7,6662,5.8
s6758,TV-MA,99 min,"Dramas, Independent Movies, International Movies",5.4,16929,5.8
s6759,TV-14,96 min,"Comedies, Romantic Movies",7.9,11264,7.8
